permutation,is_identity,assignment,macro_f1,mcc,inactive_pr_auc,roc_auc
645,False,LNP193<-LNP858;LNP194<-LNP194;LNP195<-LNP854;LNP782<-LNP195;LNP854<-LNP193;LNP858<-LNP782,0.8875000000000002,0.7977240352174658,0.7738095238095237,0.8896103896103897
646,False,LNP193<-LNP858;LNP194<-LNP194;LNP195<-LNP854;LNP782<-LNP195;LNP854<-LNP782;LNP858<-LNP193,0.8875000000000002,0.7977240352174658,0.6785714285714286,0.8506493506493507
647,False,LNP193<-LNP858;LNP194<-LNP194;LNP195<-LNP854;LNP782<-LNP782;LNP854<-LNP193;LNP858<-LNP195,0.21739130434782608,-0.5640760748177661,0.2942460317460317,0.05194805194805194
648,False,LNP193<-LNP858;LNP194<-LNP194;LNP195<-LNP854;LNP782<-LNP782;LNP854<-LNP195;LNP858<-LNP193,0.3812500000000001,-0.22792115291927598,0.37896825396825395,0.3441558441558441
649,False,LNP193<-LNP858;LNP194<-LNP195;LNP195<-LNP193;LNP782<-LNP194;LNP854<-LNP782;LNP858<-LNP854,0.8875000000000002,0.7977240352174658,0.6785714285714286,0.8506493506493507
650,False,LNP193<-LNP858;LNP194<-LNP195;LNP195<-LNP193;LNP782<-LNP194;LNP854<-LNP854;LNP858<-LNP782,0.8875000000000002,0.7977240352174658,0.7738095238095237,0.8896103896103897
651,False,LNP193<-LNP858;LNP194<-LNP195;LNP195<-LNP193;LNP782<-LNP782;LNP854<-LNP194;LNP858<-LNP854,0.7187500000000002,0.45584230583855195,0.49404761904761907,0.5584415584415585
652,False,LNP193<-LNP858;LNP194<-LNP195;LNP195<-LNP193;LNP782<-LNP782;LNP854<-LNP854;LNP858<-LNP194,0.60625,0.2279211529192759,0.4603174603174603,0.461038961038961
653,False,LNP193<-LNP858;LNP194<-LNP195;LNP195<-LNP193;LNP782<-LNP854;LNP854<-LNP194;LNP858<-LNP782,0.7187500000000002,0.45584230583855195,0.49404761904761907,0.5584415584415585
654,False,LNP193<-LNP858;LNP194<-LNP195;LNP195<-LNP193;LNP782<-LNP854;LNP854<-LNP782;LNP858<-LNP194,0.60625,0.2279211529192759,0.4603174603174603,0.461038961038961
655,False,LNP193<-LNP858;LNP194<-LNP195;LNP195<-LNP194;LNP782<-LNP193;LNP854<-LNP782;LNP858<-LNP854,0.5183946488294314,0.040291148201269084,0.5595238095238095,0.48051948051948046
656,False,LNP193<-LNP858;LNP194<-LNP195;LNP195<-LNP194;LNP782<-LNP193;LNP854<-LNP854;LNP858<-LNP782,0.39799331103678925,-0.20145574100634525,0.37896825396825395,0.34415584415584427
657,False,LNP193<-LNP858;LNP194<-LNP195;LNP195<-LNP194;LNP782<-LNP782;LNP854<-LNP193;LNP858<-LNP854,0.55,0.11396057645963795,0.6071428571428572,0.538961038961039
658,False,LNP193<-LNP858;LNP194<-LNP195;LNP195<-LNP194;LNP782<-LNP782;LNP854<-LNP854;LNP858<-LNP193,0.55,0.11396057645963795,0.5119047619047619,0.5000000000000001
659,False,LNP193<-LNP858;LNP194<-LNP195;LNP195<-LNP194;LNP782<-LNP854;LNP854<-LNP193;LNP858<-LNP782,0.39799331103678925,-0.20145574100634525,0.37896825396825395,0.34415584415584427
660,False,LNP193<-LNP858;LNP194<-LNP195;LNP195<-LNP194;LNP782<-LNP854;LNP854<-LNP782;LNP858<-LNP193,0.5183946488294314,0.040291148201269084,0.4107142857142857,0.3831168831168831
661,False,LNP193<-LNP858;LNP194<-LNP195;LNP195<-LNP782;LNP782<-LNP193;LNP854<-LNP194;LNP858<-LNP854,0.7187500000000002,0.45584230583855195,0.49404761904761907,0.5584415584415585
662,False,LNP193<-LNP858;LNP194<-LNP195;LNP195<-LNP782;LNP782<-LNP193;LNP854<-LNP854;LNP858<-LNP194,0.39799331103678925,-0.20145574100634525,0.40674603174603174,0.4025974025974026
663,False,LNP193<-LNP858;LNP194<-LNP195;LNP195<-LNP782;LNP782<-LNP194;LNP854<-LNP193;LNP858<-LNP854,0.8875000000000002,0.7977240352174658,0.7738095238095237,0.8896103896103897
664,False,LNP193<-LNP858;LNP194<-LNP195;LNP195<-LNP782;LNP782<-LNP194;LNP854<-LNP854;LNP858<-LNP193,0.8875000000000002,0.7977240352174658,0.7738095238095237,0.8896103896103897
665,False,LNP193<-LNP858;LNP194<-LNP195;LNP195<-LNP782;LNP782<-LNP854;LNP854<-LNP193;LNP858<-LNP194,0.39799331103678925,-0.20145574100634525,0.40674603174603174,0.4025974025974026
666,False,LNP193<-LNP858;LNP194<-LNP195;LNP195<-LNP782;LNP782<-LNP854;LNP854<-LNP194;LNP858<-LNP193,0.7187500000000002,0.45584230583855195,0.49404761904761907,0.5584415584415585
667,False,LNP193<-LNP858;LNP194<-LNP195;LNP195<-LNP854;LNP782<-LNP193;LNP854<-LNP194;LNP858<-LNP782,0.7187500000000002,0.45584230583855195,0.5158730158730159,0.577922077922078
668,False,LNP193<-LNP858;LNP194<-LNP195;LNP195<-LNP854;LNP782<-LNP193;LNP854<-LNP782;LNP858<-LNP194,0.5785953177257526,0.1611645928050761,0.4603174603174603,0.461038961038961
669,False,LNP193<-LNP858;LNP194<-LNP195;LNP195<-LNP854;LNP782<-LNP194;LNP854<-LNP193;LNP858<-LNP782,0.8875000000000002,0.7977240352174658,0.7738095238095237,0.8896103896103897
670,False,LNP193<-LNP858;LNP194<-LNP195;LNP195<-LNP854;LNP782<-LNP194;LNP854<-LNP782;LNP858<-LNP193,0.8875000000000002,0.7977240352174658,0.6785714285714286,0.8506493506493507
671,False,LNP193<-LNP858;LNP194<-LNP195;LNP195<-LNP854;LNP782<-LNP782;LNP854<-LNP193;LNP858<-LNP194,0.60625,0.2279211529192759,0.4603174603174603,0.461038961038961
672,False,LNP193<-LNP858;LNP194<-LNP195;LNP195<-LNP854;LNP782<-LNP782;LNP854<-LNP194;LNP858<-LNP193,0.7187500000000002,0.45584230583855195,0.49404761904761907,0.5584415584415585
673,False,LNP193<-LNP858;LNP194<-LNP782;LNP195<-LNP193;LNP782<-LNP194;LNP854<-LNP195;LNP858<-LNP854,0.3812500000000001,-0.22792115291927598,0.37896825396825395,0.3441558441558441
674,False,LNP193<-LNP858;LNP194<-LNP782;LNP195<-LNP193;LNP782<-LNP194;LNP854<-LNP854;LNP858<-LNP195,0.2173913043478261,-0.5640760748177664,0.2942460317460317,0.05194805194805194
675,False,LNP193<-LNP858;LNP194<-LNP782;LNP195<-LNP193;LNP782<-LNP195;LNP854<-LNP194;LNP858<-LNP854,0.7187500000000002,0.45584230583855184,0.49404761904761907,0.5584415584415585
676,False,LNP193<-LNP858;LNP194<-LNP782;LNP195<-LNP193;LNP782<-LNP195;LNP854<-LNP854;LNP858<-LNP194,0.6062500000000001,0.2279211529192759,0.4603174603174603,0.461038961038961
